label,text
sadness,When I was told that I had not been successful in getting the job I had been expecting.  I was sure that I was sufficiently qualified.
disgust,When my cat vomited and a worm came out which was still alive.  I was forced to wipe it up.
shame,When I was a child it was found out that I had taken off my clothes outdoors.  It was summer and my friend and I were out in the woods.  It had felt exciting at that time.  My parents discovered that my trousers were back to front and I felt ashamed.
guilt,When I stole money from my mother and she asked me later if I was responsible.  I never admitted it.
joy,"Cycling in the spring sunshine gives me such delight.  Happiness is to be healthy, my wonderful finance.  Simply being here on earth."
fear,"When my relationship with my family is very poor I often fear being excluded from the group, a fear which is stronger in situations when an argument is on hand."
anger,"Recently when my sister, who is four years younger than me and very spoiled, shouted at my mother for no apparent reason .  The heart-broken expression on my mother's face made me feel very angry."
sadness,"When I watched the T.V programme called \The living planet\"" and saw the far reaching environmental destruction caused by man."""
disgust,"Disgust is a feeling that I have never experienced with peoplie but , on the other hand, it has been with repulsive animals, i;e snakes on T.V."
shame,"When relatives have acted strangely, and unfriendly towards me."
guilt,"When ,due to hunger and tiredness, I became generally irritated with my fiancee and made cutting remarks which really hurt him.  Later I realized that my unfounded irritation had hurt the person I love most on earth."
joy,"On a boat trip to Denmark, 14 of us had a lot of fun and we spent SEK 10 each on one armed bandits and against all odds we won the jackpot of SEK 1000."
fear,"A rainy day, I was cycling downhill and a car door suddenly opened and while trying to avoid it the back wheels of my bike got caught in the tram tracks.  I somersaulted but had no injuries."
anger,On the way home from Marstrand I was driving behind my father's car.  Another car tried to push in front of my father and he was forced to swerve and he thus collided the car with a pillar.  The other car drove off without even seeing what had happened.
sadness,My girlfriend who had spent 6 months abroad broke off our relationship by letter.
disgust,At the police centre a man between 40-50 was brought in.  He was very drunk and in all likelihood had not slept indoors for a long time and had relieved himself in his trousers.
shame,A customer at the shop where I worked came in and asked if the goods that he had ordered had arrived.  I had totally forgotten about this order and I tried to offer weak excuses.
